Rk;Name;Team;Age;Pos;GP;G;A;P;PIM;+/-;TOI;ES;PP;SH;ESG;PPG;SHG;GWG;OTG;ESA;PPA;SHA;GWA;OTA;ESP;PPP;SHP;GWP;OTP;PPP%;G/60;A/60;P/60;ESG/60;ESA/60;ESP/60;PPG/60;PPA/60;PPP/60;G/GP;A/GP;P/GP;SHOTS;SH%;HITS;BS;FOW;FOL;FO%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Mike Ribeiro;WSH;32;F;48;13;36;49;53;-4;17:50;14:14;3:25;0:10;7;6;0;1;0;15;21;0;7;2;22;27;0;8;2;55.1%;0,911;2,523;3,435;0,614;1,317;1,931;2,194;7,679;9,873;0,271;0,75;1,021;63;20.6%;55;29;226;279;44.75%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Jonathan Toews;CHI;24;F;47;23;25;48;27;28;19:20;15:14;2:41;1:25;19;2;2;5;0;20;4;1;7;2;39;6;3;12;2;12.5%;1,518;1,65;3,168;1,592;1,676;3,267;0,95;1,9;2,85;0,489;0,532;1,021;143;16.1%;24;16;559;374;59.91%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Claude Giroux;PHI;24;F;48;13;35;48;22;-7;21:10;15:46;3:40;1:42;6;6;1;2;0;20;15;0;6;0;26;21;1;8;0;43.8%;0,768;2,066;2,834;0,475;1,584;2,059;2,037;5,092;7,129;0,271;0,729;1;137;9.5%;57;29;644;538;54.48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Henrik Zetterberg;DET;32;F;46;11;37;48;18;2;20:31;15:20;3:49;1:21;5;4;2;5;0;18;19;0;6;1;23;23;2;11;1;47.9%;0,699;2,352;3,051;0,425;1,53;1,955;1,364;6,481;7,845;0,239;0,804;1,043;173;6.4%;20;10;263;281;48.35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;Nicklas Bäckström;WSH;25;F;48;8;40;48;20;8;19:54;14:48;3:34;1:31;5;3;0;1;0;25;15;0;5;2;30;18;0;6;2;37.5%;0,502;2,512;3,015;0,422;2,111;2,533;1,051;5,255;6,307;0,167;0,833;1;82;9.8%;31;35;432;408;51.43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;John Tavares;NYI;22;F;48;28;19;47;18;-2;20:46;17:13;3:25;0:08;19;9;0;5;0;12;7;0;2;2;31;16;0;7;2;34.0%;1,685;1,143;2,828;1,379;0,871;2,25;3,291;2,56;5,851;0,583;0,396;0,979;162;17.3%;33;22;459;471;49.35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Jakub Vorácek;PHI;23;F;48;22;24;46;35;-7;17:14;13:37;3:35;0:01;14;8;0;3;0;15;9;0;5;0;29;17;0;8;0;37.0%;1,595;1,74;3,336;1,285;1,377;2,662;2,785;3,133;5,918;0,458;0,5;0,958;129;17.1%;20;12;2;3;40.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Andrew Ladd;WPG;27;F;48;18;28;46;22;10;19:40;15:36;2:39;1:24;15;3;0;4;0;25;3;0;4;1;40;6;0;8;1;13.0%;1,143;1,778;2,922;1,201;2,001;3,202;1,408;1,408;2,815;0,375;0,583;0,958;121;14.9%;98;26;29;25;53.70%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Henrik Sedin;VAN;32;F;48;11;34;45;24;19;19:20;15:37;3:33;0:09;9;1;1;1;0;22;12;0;6;1;31;13;1;7;1;28.9%;0,711;2,197;2,907;0,72;1,76;2,481;0,351;4,212;4,563;0,229;0,708;0,938;70;15.7%;22;9;440;451;49.38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Nazem Kadri;TOR;22;F;48;18;26;44;23;15;16:03;13:39;2:12;0:10;13;5;0;1;0;23;3;0;5;0;36;8;0;6;0;18.2%;1,402;2,025;3,426;1,189;2,104;3,294;2,825;1,695;4,52;0,375;0,542;0,917;107;16.8%;62;22;250;315;44.25%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Derek Stepan;NYR;22;F;48;18;26;44;12;25;20:55;15:59;2:49;2:06;13;4;1;6;0;17;6;3;4;2;30;10;4;10;2;22.7%;1,075;1,553;2,629;1,016;1,329;2,345;1,769;2,653;4,422;0,375;0,542;0,917;108;16.7%;52;28;448;529;45.85%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Matt Moulson;NYI;29;F;47;15;29;44;4;-3;19:09;15:48;3:19;0:02;7;8;0;0;0;22;7;0;4;0;29;15;0;4;0;34.1%;1;1,933;2,932;0,566;1,777;2,343;3,077;2,692;5,769;0,319;0,617;0,936;154;9.7%;24;28;1;0;100.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Alexander Semin;CAR;28;F;44;13;31;44;46;14;20:56;16:35;3:33;0:47;9;4;0;1;0;25;5;1;3;0;34;9;1;4;0;20.5%;0,846;2,018;2,865;0,74;2,055;2,795;1,531;1,913;3,444;0,295;0,705;1;150;8.7%;14;21;5;16;23.81%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Pierre Parenteau;COL;29;F;48;18;25;43;38;-11;19:08;16:13;2:52;0:02;12;6;0;1;0;18;7;0;4;2;30;13;0;5;2;30.2%;1,175;1,632;2,807;0,924;1,387;2,311;2,602;3,036;5,638;0,375;0,521;0,896;105;17.1%;50;14;1;12;7.69%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Matt Duchene;COL;21;F;47;17;26;43;12;-12;20:55;15:52;2:49;2:14;15;2;0;3;1;18;7;1;3;0;33;9;1;6;1;20.9%;1,037;1,587;2,624;1,207;1,448;2,655;0,906;3,171;4,078;0,362;0,553;0,915;132;12.9%;48;47;488;405;54.65%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Rick Nash;NYR;28;F;44;21;21;42;26;16;19:58;16:17;3:09;0:31;17;3;1;3;0;15;6;0;4;1;32;9;1;7;1;21.4%;1,434;1,434;2,868;1,423;1,256;2,679;1,294;2,589;3,883;0,477;0,477;0,955;176;11.9%;46;25;5;7;41.67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Anze Kopitar;LAK;25;F;47;10;32;42;16;14;20:28;16:12;2:46;1:29;10;0;0;1;0;16;16;0;6;0;26;16;0;7;0;38.1%;0,623;1,995;2,618;0,787;1,26;2,047;0;7,363;7,363;0,213;0,681;0,894;98;10.2%;70;25;473;415;53.27%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Thomas Vanek;BUF;28;F;38;20;21;41;20;-1;18:24;14:52;3:19;0:12;10;9;1;2;0;16;5;0;4;0;26;14;1;6;0;34.1%;1,716;1,802;3,517;1,061;1,698;2,759;4,277;2,376;6,653;0,526;0,553;1,079;119;16.8%;13;4;8;4;66.67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Blake Wheeler;WPG;26;F;48;19;22;41;28;-3;18:48;15:51;2:36;0:20;17;2;0;2;0;17;5;0;2;1;34;7;0;4;1;17.1%;1,263;1,463;2,726;1,34;1,34;2,68;0,961;2,403;3,364;0,396;0,458;0,854;129;14.7%;90;39;4;14;22.22%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Daniel Sedin;VAN;32;F;47;12;28;40;18;12;19:01;15:16;3:40;0:04;9;3;0;3;0;19;9;0;5;1;28;12;0;8;1;30.0%;0,805;1,879;2,685;0,752;1,588;2,34;1,043;3,13;4,173;0,255;0,596;0,851;138;8.7%;15;7;3;4;42.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Joe Thornton;SJS;33;F;48;7;33;40;26;6;18:22;14:35;3:17;0:28;5;2;0;1;0;14;19;0;5;0;19;21;0;6;0;52.5%;0,476;2,245;2,721;0,428;1,199;1,627;0,758;7,199;7,957;0,146;0,688;0,833;85;8.2%;23;21;410;291;58.49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Max Pacioretty;MTL;24;F;44;15;24;39;28;8;16:30;13:19;3:05;0:06;11;4;0;0;0;16;8;0;5;0;27;12;0;5;0;30.8%;1,239;1,982;3,221;1,126;1,638;2,764;1,768;3,535;5,303;0,341;0,545;0,886;163;9.2%;59;16;2;5;28.57%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Jirí Tlusty;CAR;24;F;48;23;15;38;18;15;18:14;14:38;2:37;0:58;19;4;0;3;0;11;4;0;2;0;30;8;0;5;0;21.1%;1,576;1,028;2,603;1,622;0,939;2,561;1,899;1,899;3,798;0,479;0,313;0,792;117;19.7%;53;41;3;15;16.67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Pascal Dupuis;PIT;33;F;48;20;18;38;26;31;17:30;14:46;0:48;1:55;17;2;1;2;0;17;1;0;3;1;34;3;1;5;1;7.9%;1,428;1,285;2,713;1,438;1,438;2,877;3,064;1,532;4,596;0,417;0,375;0,792;140;14.3%;83;36;27;30;47.37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Zach Parise;MIN;28;F;48;18;20;38;16;2;20:40;15:46;3:25;1:27;11;7;0;4;1;14;6;0;7;1;25;13;0;11;2;34.2%;1,089;1,21;2,298;0,871;1,109;1,98;2,551;2,186;4,737;0,375;0,417;0,792;182;9.9%;59;41;3;6;33.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Sam Gagner;EDM;23;F;48;14;24;38;23;-6;19:24;14:53;2:55;1:35;10;4;0;1;1;11;11;2;2;0;21;15;2;3;1;39.5%;0,902;1,545;2,447;0,84;0,924;1,763;1,707;4,694;6,4;0,292;0,5;0,792;113;12.4%;35;22;325;416;43.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;P.K. Subban;MTL;23;D;42;11;27;38;57;12;23:14;17:05;4:42;1:27;4;7;0;0;0;8;19;0;6;0;12;26;0;6;0;68.4%;0,676;1,659;2,335;0,334;0,669;1,003;2,123;5,762;7,885;0,262;0,643;0,905;126;8.7%;51;49;0;0;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Kristopher Letang;PIT;25;D;35;5;33;38;8;16;25:38;18:48;4:37;2:12;4;1;0;1;0;21;12;0;5;0;25;13;0;6;0;34.2%;0,334;2,207;2,541;0,365;1,914;2,279;0,371;4,447;4,818;0,143;0,943;1,086;95;5.3%;45;59;0;0;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Logan Couture;SJS;23;F;48;21;16;37;4;7;18:05;14:05;3:07;0:53;14;7;0;5;0;10;5;1;3;0;24;12;1;8;0;32.4%;1,451;1,105;2,556;1,242;0,887;2,13;2,807;2,005;4,812;0,438;0,333;0,771;151;13.9%;32;51;252;237;51.53%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Jordan Eberle;EDM;22;F;48;16;21;37;16;-4;18:59;15:36;3:11;0:11;13;3;0;3;0;15;6;0;3;0;28;9;0;6;0;24.3%;1,053;1,382;2,435;1,041;1,201;2,242;1,174;2,348;3,523;0,333;0,438;0,771;133;12.0%;31;16;8;11;42.11%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Mikko Koivu;MIN;29;F;48;11;26;37;26;2;21:05;16:01;3:29;1:34;11;0;0;3;1;13;13;0;7;2;24;13;0;10;3;35.1%;0,652;1,541;2,192;0,858;1,014;1,872;0;4,659;4,659;0,229;0,542;0,771;127;8.7%;47;18;524;447;53.96%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;James Neal;PIT;25;F;40;21;15;36;26;5;17:28;13:27;3:59;0:00;12;9;0;6;0;8;7;0;3;1;20;16;0;9;1;44.4%;1,803;1,288;3,091;1,337;0,892;2,229;3,378;2,627;6,006;0,525;0,375;0,9;136;15.4%;56;17;1;5;16.67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Brad Marchand;BOS;24;F;45;18;18;36;27;23;16:57;13:57;1:44;1:16;12;4;2;5;0;18;0;0;4;0;30;4;2;9;0;11.1%;1,415;1,415;2,829;1,147;1,72;2,866;3,064;0;3,064;0,4;0,4;0,8;91;19.8%;38;20;6;6;50.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Chris Stewart;STL;25;F;48;18;18;36;40;0;15:49;13:28;2:19;0:00;12;6;0;3;1;12;6;0;3;0;24;12;0;6;1;33.3%;1,422;1,422;2,845;1,113;1,113;2,226;3,225;3,225;6,45;0,375;0,375;0,75;97;18.6%;41;13;8;19;29.63%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Corey Perry;ANA;27;F;44;15;21;36;72;10;19:04;15:19;2:49;0:55;10;5;0;5;1;15;5;1;3;0;25;10;1;8;1;27.8%;1,073;1,502;2,574;0,89;1,334;2,224;2,418;2,418;4,835;0,341;0,477;0,818;128;11.7%;49;18;6;23;20.69%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Patrik Elias;NJD;36;F;48;14;22;36;22;5;18:43;13:32;3:30;1:39;8;5;1;0;0;13;9;0;6;1;21;14;1;6;1;38.9%;0,935;1,469;2,404;0,738;1,199;1,938;1,783;3,209;4,992;0,292;0,458;0,75;118;11.9%;20;14;71;92;43.56%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Teddy Purcell;TBL;27;F;48;11;25;36;12;-1;16:44;13:19;3:22;0:02;8;3;0;2;0;15;10;0;6;0;23;13;0;8;0;36.1%;0,821;1,866;2,688;0,751;1,407;2,158;1,109;3,698;4,807;0,229;0,521;0,75;94;11.7%;11;7;2;4;33.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Jaromír Jágr;BOS;40;F;45;16;19;35;22;-2;18:19;15:12;3:05;0:02;10;6;0;4;1;14;5;0;4;0;24;11;0;8;1;31.4%;1,164;1,382;2,546;0,877;1,228;2,105;2,586;2,155;4,741;0,356;0,422;0,778;115;13.9%;13;10;0;1;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Michael Ryder;MTL;32;F;46;16;19;35;16;2;16:02;13:01;2:58;0:02;8;8;0;5;0;10;9;0;2;0;18;17;0;7;0;48.6%;1,3;1,544;2,845;0,801;1,002;1,803;3,5;3,938;7,438;0,348;0,413;0,761;101;15.8%;35;16;3;6;33.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
