Rk;Name;Team;Age;Pos;GP;G;A;P;PIM;+/-;TOI;ES;PP;SH;ESG;PPG;SHG;GWG;OTG;ESA;PPA;SHA;GWA;OTA;ESP;PPP;SHP;GWP;OTP;PPP%;G/60;A/60;P/60;ESG/60;ESA/60;ESP/60;PPG/60;PPA/60;PPP/60;G/GP;A/GP;P/GP;SHOTS;SH%;HITS;BS;FOW;FOL;FO%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Mike Ribeiro;DAL;27;F;76;27;56;83;46;21;18:25;14:04;4:20;0:01;20;7;0;5;1;32;24;0;9;0;52;31;0;14;1;37.3%;1,157;2,399;3,556;1,122;1,795;2,918;1,275;4,372;5,647;0,355;0,737;1,092;107;25.2%;53;23;397;486;44.96%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Martin St. Louis;TBL;32;F;82;25;58;83;26;-23;24:17;18:20;4:10;1:46;13;10;2;5;0;38;19;1;7;0;51;29;3;12;0;34.9%;0,753;1,748;2,501;0,519;1,516;2,035;1,752;3,328;5,08;0,305;0,707;1,012;241;10.4%;34;45;3;9;25.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Dany Heatley;OTT;26;F;71;41;41;82;76;33;21:44;16:48;4:27;0:28;28;13;0;8;1;29;12;0;5;0;57;25;0;13;1;30.5%;1,594;1,594;3,188;1,408;1,459;2,867;2,468;2,278;4,746;0,577;0,577;1,155;224;18.3%;58;31;15;11;57.69%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;Eric Staal;CAR;23;F;82;38;44;82;50;-2;21:38;15:39;4:39;1:18;24;14;0;7;0;23;21;0;12;3;47;35;0;19;3;42.7%;1,285;1,488;2,773;1,121;1,074;2,195;2,195;3,293;5,488;0,463;0,537;1;310;12.3%;99;33;767;941;44.91%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;Ryan Getzlaf;ANA;22;F;77;24;58;82;94;32;19:38;14:47;3:58;0:53;19;4;1;2;0;26;32;0;13;1;45;36;1;15;1;43.9%;0,952;2,3;3,252;1,001;1,369;2,37;0,786;6,285;7,071;0,312;0,753;1,065;185;13.0%;126;46;545;607;47.31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Derek Roy;BUF;24;F;78;32;49;81;46;13;20:58;14:29;3:50;2:37;23;6;3;4;0;30;17;2;6;0;53;23;5;10;0;28.4%;1,174;1,798;2,972;1,221;1,593;2,814;1,199;3,398;4,598;0,41;0,628;1,038;218;14.7%;36;48;713;680;51.18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Jason Pominville;BUF;25;F;82;27;53;80;20;16;19:58;13:37;3:38;2:42;24;2;1;1;0;26;25;2;8;1;50;27;3;9;1;33.8%;0,989;1,942;2,932;1,289;1,396;2,685;0,402;5,025;5,427;0,329;0,646;0,976;232;11.6%;30;38;25;42;37.31%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Mats Sundin;TOR;36;F;74;32;46;78;76;17;20:04;14:30;4:25;1:08;21;10;1;4;0;27;19;0;7;2;48;29;1;11;2;37.2%;1,293;1,858;3,151;1,174;1,509;2,683;1,83;3,477;5,306;0,432;0,622;1,054;259;12.4%;33;34;945;768;55.17%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Shane Doan;PHX;31;F;80;28;50;78;59;4;20:45;15:01;3:55;1:48;17;9;2;5;1;25;18;7;7;2;42;27;9;12;3;34.6%;1,012;1,807;2,818;0,849;1,248;2,097;1,72;3,441;5,161;0,35;0,625;0,975;243;11.5%;158;17;77;110;41.18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Marc Savard;BOS;30;F;74;15;63;78;66;3;20:31;15:24;4:11;0:54;11;4;0;2;0;34;27;2;2;0;45;31;2;4;0;39.7%;0,593;2,489;3,082;0,579;1,789;2,367;0,773;5,219;5,992;0,203;0,851;1,054;196;7.7%;38;11;802;753;51.58%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Anze Kopitar;LAK;20;F;82;32;45;77;22;-15;20:41;15:28;4:03;1:09;18;12;2;3;1;21;22;2;6;0;39;34;4;9;1;44.2%;1,132;1,592;2,723;0,851;0,993;1,845;2,162;3,964;6,126;0,39;0,549;0,939;201;15.9%;47;40;566;584;49.22%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Henrik Sedin;VAN;27;F;82;15;61;76;56;6;19:30;14:47;4:12;0:30;10;4;1;2;1;36;25;0;11;1;46;29;1;13;2;38.2%;0,562;2,287;2,849;0,494;1,78;2,274;0,696;4,347;5,043;0,183;0,744;0,927;141;10.6%;19;15;643;726;46.97%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Mike Richards;PHI;22;F;73;28;47;75;76;14;21:30;13:21;4:52;3:17;15;8;5;6;1;23;23;1;7;1;38;31;6;13;2;41.3%;1,07;1,796;2,865;0,923;1,415;2,338;1,351;3,883;5,234;0,384;0,644;1,027;212;13.2%;111;46;698;683;50.54%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Brenden Morrow;DAL;28;F;82;32;42;74;105;23;19:59;14:26;4:15;1:17;18;12;2;7;1;26;16;0;3;0;44;28;2;10;1;37.8%;1,171;1,537;2,708;0,912;1,317;2,229;2,066;2,754;4,82;0,39;0,512;0,902;207;15.5%;260;29;16;25;39.02%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Daniel Sedin;VAN;27;F;82;29;45;74;50;6;19:03;14:33;4:12;0:17;17;12;0;7;2;25;20;0;7;1;42;32;0;14;3;43.2%;1,114;1,728;2,842;0,854;1,256;2,11;2,089;3,482;5,571;0,354;0,549;0,902;247;11.7%;11;14;17;21;44.74%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Daniel Briere;PHI;30;F;79;31;41;72;68;-22;18:51;13:57;4:51;0:03;17;14;0;3;0;17;23;1;9;1;34;37;1;12;1;51.4%;1,248;1,651;2,899;0,925;0,925;1,85;2,192;3,601;5,794;0,392;0,519;0,911;182;17.0%;29;17;631;619;50.48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Jean-Pierre Dumont;NSH;29;F;80;29;43;72;34;5;18:29;14:21;3:54;0:13;22;7;0;8;1;34;9;0;7;0;56;16;0;15;1;22.2%;1,176;1,744;2,92;1,15;1,777;2,926;1,342;1,726;3,068;0,363;0,538;0,9;192;15.1%;44;11;3;10;23.08%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Jason Arnott;NSH;33;F;79;28;44;72;54;19;18:59;14:26;4:22;0:10;15;13;0;3;0;35;9;0;11;1;50;22;0;14;1;30.6%;1,12;1,76;2,88;0,789;1,841;2,63;2,255;1,561;3,816;0,354;0,557;0,911;248;11.3%;42;23;614;646;48.73%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Sidney Crosby;PIT;20;F;53;24;48;72;39;18;20:50;14:56;5:12;0:42;18;6;0;4;0;26;21;1;12;1;44;27;1;16;1;37.5%;1,303;2,607;3,91;1,364;1,971;3,335;1,305;4,566;5,871;0,453;0,906;1,358;173;13.9%;50;40;567;536;51.41%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Patrick Kane;CHI;19;F;82;21;51;72;52;-5;18:21;14:19;3:56;0:06;14;7;0;4;1;30;21;0;5;1;44;28;0;9;2;38.9%;0,837;2,032;2,869;0,715;1,533;2,248;1,298;3,895;5,193;0,256;0,622;0,878;191;11.0%;16;7;16;10;61.54%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Olli Jokinen;FLA;29;F;82;34;37;71;67;-19;19:54;15:58;3:48;0:07;16;18;0;5;1;22;15;0;6;2;38;33;0;11;3;46.5%;1,25;1,36;2,61;0,733;1,008;1,741;3,462;2,885;6,347;0,415;0,451;0,866;341;10.0%;78;25;404;534;43.07%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Václav Prospal;PHI;32;F;80;33;38;71;45;0;19:22;16:05;3:13;0:02;23;10;0;5;1;29;9;0;6;0;52;19;0;11;1;26.8%;1,278;1,471;2,749;1,072;1,351;2,423;2,322;2,09;4,411;0,413;0,475;0,888;215;15.4%;76;37;146;116;55.73%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Jaromír Jágr;NYR;35;F;82;25;46;71;58;8;20:28;16:09;4:09;0:08;18;7;0;5;0;24;22;0;7;1;42;29;0;12;1;40.8%;0,894;1,644;2,538;0,815;1,087;1,902;1,229;3,864;5,093;0,305;0,561;0,866;249;10.0%;27;16;1;2;33.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Paul Stastny;COL;22;F;66;24;47;71;24;22;21:04;14:48;4:11;2:05;21;3;0;4;1;28;18;1;8;0;49;21;1;12;1;29.6%;1,035;2,027;3,062;1,289;1,719;3,008;0,651;3,907;4,558;0,364;0,712;1,076;138;17.4%;16;31;561;540;50.95%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Ales Hemsky;EDM;24;F;74;20;51;71;34;-9;18:34;14:31;3:52;0:11;12;8;0;2;0;29;22;0;5;0;41;30;0;7;0;42.3%;0,873;2,226;3,099;0,67;1,62;2,29;1,677;4,611;6,287;0,27;0,689;0,959;184;10.9%;24;29;1;4;20.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Scott Gomez;NYR;28;F;81;16;54;70;36;3;19:53;14:47;4:17;0:48;9;7;0;3;0;31;22;1;10;3;40;29;1;13;3;41.4%;0,596;2,011;2,606;0,451;1,552;2,003;1,21;3,802;5,012;0,198;0,667;0,864;242;6.6%;48;24;612;553;52.53%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Nicklas Lidström;DET;37;D;76;10;60;70;40;40;26:16;17:48;4:36;3:51;5;5;0;4;0;30;29;1;11;0;35;34;1;15;0;48.6%;0,3;1,803;2,103;0,222;1,33;1,552;0,858;4,974;5,832;0,132;0,789;0,921;188;5.3%;23;70;0;0;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Rick Nash;CBJ;23;F;80;38;31;69;95;2;20:29;14:18;3:35;2:34;24;10;4;6;0;19;12;0;3;0;43;22;4;9;0;31.9%;1,391;1,135;2,526;1,257;0,996;2,253;2,083;2,5;4,584;0,475;0,388;0,863;329;11.6%;67;30;14;30;31.82%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Tomas Plekanec;MTL;25;F;81;29;40;69;42;15;18:04;13:04;3:25;1:34;15;12;2;6;0;26;13;1;7;0;41;25;3;13;0;36.2%;1,188;1,639;2,827;0,849;1,472;2,322;2,597;2,813;5,41;0,358;0,494;0,852;186;15.6%;32;28;683;698;49.46%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Nicklas Bäckström;WSH;20;F;82;14;55;69;24;13;18:59;14:41;4:02;0:15;11;3;0;4;1;33;22;0;7;0;44;25;0;11;1;36.2%;0,539;2,119;2,658;0,548;1,644;2,192;0,542;3,976;4,518;0,171;0,671;0,841;153;9.2%;34;34;405;469;46.34%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Alexander Frolov;LAK;25;F;71;23;44;67;22;1;18:47;14:57;3:37;0:12;18;5;0;7;0;31;13;0;2;1;49;18;0;9;1;26.9%;1,034;1,978;3,012;1,016;1,75;2,767;1,165;3,029;4,194;0,324;0,62;0,944;160;14.4%;22;18;2;9;18.18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Marian Hossa;PIT;28;F;72;29;37;66;36;-14;21:21;14:19;4:33;2:28;19;8;2;4;2;16;21;0;3;0;35;29;2;7;2;43.9%;1,131;1,444;2,575;1,106;0,931;2,037;1,463;3,839;5,302;0,403;0,514;0,917;264;11.0%;65;19;4;11;26.67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Kristian Huselius;CGY;29;F;81;25;41;66;40;10;17:41;13:37;3:50;0:14;19;6;0;5;0;22;19;0;6;0;41;25;0;11;0;37.9%;1,047;1,717;2,763;1,033;1,196;2,23;1,159;3,669;4,828;0,309;0,506;0,815;202;12.4%;9;11;1;3;25.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Brad Boyes;STL;25;F;82;43;22;65;20;1;17:56;13:57;3:54;0:05;32;11;0;9;1;14;8;0;1;0;46;19;0;10;1;29.2%;1,753;0,897;2,65;1,678;0,734;2,413;2,061;1,499;3,561;0,524;0,268;0,793;207;20.8%;55;20;105;131;44.49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Zach Parise;NJD;23;F;81;32;33;65;25;13;18:03;14:14;3:39;0:09;21;10;1;8;2;20;13;0;9;1;41;23;1;17;3;35.4%;1,313;1,354;2,666;1,092;1,04;2,132;2,023;2,63;4,652;0,395;0,407;0,802;266;12.0%;76;30;50;54;48.08%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Daymond Langkow;CGY;31;F;80;30;35;65;19;16;18:49;14:36;3:54;0:18;15;14;1;4;0;25;9;1;6;0;40;23;2;10;0;35.4%;1,195;1,394;2,589;0,77;1,283;2,053;2,692;1,73;4,422;0,375;0,438;0,813;201;14.9%;75;37;357;460;43.70%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Cory Stillman;OTT;34;F;79;24;41;65;24;-15;18:58;13:45;4:07;1:05;13;11;0;6;1;23;18;0;6;1;36;29;0;12;2;44.6%;0,96;1,64;2,601;0,717;1,269;1,986;2,025;3,314;5,339;0,304;0,519;0,823;166;14.5%;69;22;7;10;41.18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Paul Kariya;STL;33;F;82;16;49;65;50;-10;18:43;14:25;4:13;0:04;11;5;0;1;0;33;16;0;11;1;44;21;0;12;1;32.3%;0,625;1,914;2,54;0,558;1,674;2,232;0,866;2,772;3,638;0,195;0,598;0,793;223;7.2%;18;21;0;6;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
